date,hourly temperatur,relative humidity,Rainfall,SD_SO,V_VV
2019032015,12.8,34.0,0.0,60.0,50000.0
2019032016,13.2,33.0,0.0,55.0,50000.0
2019032017,12.5,36.0,0.0,59.0,50000.0
2019032018,10.9,46.0,0.0,28.0,50000.0
2019032019,9.8,52.0,0.0,0.0,50000.0
2019032020,8.1,62.0,0.0,0.0,50000.0
2019032021,7.1,68.0,0.0,0.0,50000.0
2019032022,6.2,73.0,0.0,0.0,50000.0
2019032023,6.0,70.0,0.0,0.0,45000.0
2019032100,5.7,66.0,0.0,0.0,45000.0
2019032101,5.0,71.0,0.0,0.0,45000.0
2019032102,4.2,76.0,0.0,0.0,45000.0
2019032103,3.2,83.0,0.0,0.0,45000.0
2019032104,2.7,85.0,0.0,0.0,40000.0
2019032105,2.6,86.0,0.0,0.0,35000.0
2019032106,2.3,87.0,0.0,6.0,40000.0
2019032107,4.5,76.0,0.0,60.0,40000.0
2019032108,7.0,63.0,0.0,60.0,40000.0
2019032109,8.7,58.0,0.0,60.0,40000.0
2019032110,11.0,49.0,0.0,60.0,45000.0
2019032111,12.8,39.0,0.0,60.0,45000.0
2019032112,14.3,31.0,0.0,60.0,50000.0
2019032113,15.2,31.0,0.0,60.0,50000.0
2019032114,15.8,33.0,0.0,60.0,60000.0
2019032115,16.1,34.0,0.0,0.0,60000.0
2019032116,16.1,32.0,0.0,0.0,60000.0
2019032117,15.7,36.0,0.0,0.0,60000.0
2019032118,14.3,41.0,0.0,0.0,60000.0
2019032119,13.0,47.0,0.0,0.0,60000.0
2019032120,12.5,48.0,0.0,0.0,60000.0
2019032121,11.1,53.0,0.0,0.0,60000.0
2019032122,9.9,60.0,0.0,0.0,60000.0
2019032123,8.9,65.0,0.0,0.0,60000.0
2019032200,8.3,69.0,0.0,0.0,50000.0
2019032201,7.1,76.0,0.0,0.0,50000.0
2019032202,6.9,77.0,0.0,0.0,50000.0
2019032203,6.0,82.0,0.0,0.0,50000.0
2019032204,5.3,85.0,0.0,0.0,40000.0
2019032205,5.2,86.0,0.0,0.0,45000.0
2019032206,5.1,86.0,0.0,7.0,40000.0
2019032207,7.0,77.0,0.0,60.0,40000.0
2019032208,9.6,69.0,0.0,60.0,40000.0
2019032209,11.6,58.0,0.0,60.0,0.0
2019032210,13.9,44.0,0.0,60.0,0.0
2019032211,15.1,38.0,0.0,60.0,50000.0
2019032212,16.4,33.0,0.0,60.0,0.0
2019032213,17.6,35.0,0.0,60.0,50000.0
2019032214,18.3,34.0,0.0,60.0,50000.0
2019032215,19.1,29.0,0.0,59.0,50000.0
2019032216,19.3,28.0,0.0,53.0,50000.0
2019032217,18.7,30.0,0.0,60.0,60000.0
2019032218,17.4,34.0,0.0,35.0,60000.0
2019032219,15.8,39.0,0.0,0.0,50000.0
2019032220,13.9,48.0,0.0,0.0,50000.0
2019032221,12.1,56.0,0.0,0.0,50000.0
2019032222,10.4,65.0,0.0,0.0,45000.0
2019032223,9.7,66.0,0.0,0.0,45000.0
2019032300,8.2,77.0,0.0,0.0,45000.0
2019032301,7.8,76.0,0.0,0.0,40000.0
2019032302,6.2,84.0,0.0,0.0,40000.0
2019032303,5.4,87.0,0.0,0.0,40000.0
2019032304,5.2,89.0,0.0,0.0,35000.0
2019032305,5.1,90.0,0.0,0.0,30000.0
2019032306,4.4,91.0,0.0,6.0,30000.0
2019032307,6.5,80.0,0.0,60.0,30000.0
2019032308,9.6,67.0,0.0,60.0,30000.0
2019032309,11.0,63.0,0.0,60.0,25000.0
2019032310,13.2,56.0,0.0,60.0,23000.0
2019032311,15.1,48.0,0.0,60.0,18000.0
2019032312,16.1,47.0,0.0,60.0,16000.0
2019032313,17.1,50.0,0.0,60.0,16000.0
2019032314,17.6,46.0,0.0,60.0,14000.0
2019032315,17.7,46.0,0.0,60.0,11000.0
2019032316,15.7,53.0,0.0,53.0,9000.0
2019032317,13.2,61.0,0.0,60.0,9000.0
2019032318,11.9,66.0,0.0,2.0,8000.0
2019032319,10.7,69.0,0.0,0.0,8000.0
2019032320,10.0,71.0,0.0,0.0,10000.0
2019032321,9.3,75.0,0.0,0.0,15000.0
2019032322,8.7,79.0,0.0,0.0,15000.0
2019032323,8.2,81.0,0.0,0.0,13000.0
2019032400,7.7,84.0,0.0,0.0,12000.0
2019032401,7.4,86.0,0.0,0.0,10000.0
2019032402,6.9,88.0,0.0,0.0,10000.0
2019032403,6.7,89.0,0.0,0.0,8000.0
2019032404,6.6,90.0,0.0,0.0,8000.0
2019032405,6.4,92.0,0.0,0.0,7000.0
2019032406,6.1,93.0,0.0,0.0,6000.0
2019032407,7.1,90.0,0.0,0.0,6000.0
2019032408,8.5,85.0,0.0,11.0,8000.0
2019032409,10.1,77.0,0.0,46.0,10000.0
2019032410,10.9,73.0,0.0,35.0,12000.0
2019032411,12.0,65.0,0.0,30.0,13000.0
2019032412,12.9,60.0,0.0,59.0,15000.0
2019032413,13.2,61.0,0.0,17.0,20000.0
2019032414,13.5,56.0,0.0,9.0,16000.0
2019032415,12.6,61.0,0.0,5.0,17000.0
2019032416,12.4,61.0,0.0,0.0,24000.0
2019032417,12.1,61.0,0.0,0.0,28000.0
2019032418,10.9,68.0,0.0,19.0,30000.0
2019032419,9.9,69.0,0.0,0.0,30000.0
2019032420,9.2,61.0,0.0,0.0,30000.0
2019032421,8.3,54.0,0.0,0.0,40000.0
2019032422,7.4,51.0,0.0,0.0,40000.0
2019032423,7.1,55.0,0.0,0.0,45000.0
2019032500,6.7,58.0,0.0,0.0,45000.0
2019032501,6.4,58.0,0.0,0.0,45000.0
2019032502,4.5,67.0,0.0,0.0,45000.0
2019032503,4.7,69.0,0.0,0.0,40000.0
2019032504,5.0,69.0,0.0,0.0,40000.0
2019032505,4.2,74.0,0.0,0.0,40000.0
2019032506,4.5,74.0,0.0,0.0,40000.0
2019032507,5.1,73.0,0.0,0.0,30000.0
2019032508,5.1,84.0,0.0,0.0,18000.0
2019032509,7.1,76.0,0.0,4.0,18000.0
2019032510,8.3,64.0,0.0,0.0,0.0
2019032511,6.1,83.0,0.0,0.0,18000.0
2019032512,6.8,74.0,0.0,5.0,10000.0
2019032513,8.9,65.0,0.1,35.0,25000.0
2019032514,7.2,75.0,0.0,29.0,25000.0
2019032515,8.9,61.0,0.0,39.0,45000.0
2019032516,7.6,63.0,0.0,8.0,45000.0
2019032517,6.1,84.0,0.0,5.0,30000.0
2019032518,5.8,84.0,0.8,0.0,7000.0
2019032519,5.7,79.0,1.5,0.0,45000.0
2019032520,5.7,77.0,0.0,0.0,60000.0
2019032521,5.8,77.0,0.0,0.0,45000.0
2019032522,5.6,78.0,0.0,0.0,45000.0
2019032523,5.7,80.0,0.0,0.0,45000.0
2019032600,5.6,77.0,0.0,0.0,45000.0
2019032601,5.2,78.0,0.0,0.0,45000.0
2019032602,4.6,80.0,0.0,0.0,45000.0
2019032603,4.0,82.0,0.0,0.0,45000.0
2019032604,3.2,88.0,0.0,0.0,40000.0
2019032605,2.9,90.0,0.0,0.0,25000.0
2019032606,2.1,94.0,0.0,7.0,25000.0
2019032607,4.2,87.0,0.0,40.0,20000.0
2019032608,5.9,79.0,0.0,57.0,25000.0
2019032609,6.6,64.0,0.0,32.0,30000.0
2019032610,6.9,63.0,0.0,0.0,35000.0
2019032611,6.5,63.0,0.0,0.0,30000.0
2019032612,7.4,61.0,0.0,0.0,30000.0
2019032613,7.9,57.0,0.0,6.0,30000.0
2019032614,9.2,48.0,0.0,8.0,40000.0
2019032615,9.1,51.0,0.0,10.0,45000.0
2019032616,8.9,53.0,0.0,0.0,45000.0
2019032617,8.5,58.0,0.0,0.0,40000.0
2019032618,8.3,61.0,0.0,0.0,45000.0
2019032619,7.7,65.0,0.0,0.0,45000.0
2019032620,7.5,68.0,0.0,0.0,40000.0
2019032621,7.4,71.0,0.0,0.0,30000.0
2019032622,7.5,71.0,0.0,0.0,30000.0
2019032623,7.4,71.0,0.0,0.0,30000.0
2019032700,7.3,71.0,0.0,0.0,30000.0
2019032701,6.3,76.0,0.0,0.0,25000.0
2019032702,5.3,81.0,0.0,0.0,25000.0
2019032703,4.6,85.0,0.0,0.0,20000.0
2019032704,3.7,89.0,0.0,0.0,20000.0
2019032705,3.0,92.0,0.0,0.0,13000.0
2019032706,2.8,94.0,0.0,6.0,16000.0
2019032707,5.0,85.0,0.0,60.0,18000.0
2019032708,8.3,69.0,0.0,60.0,18000.0
2019032709,9.3,65.0,0.0,59.0,18000.0
2019032710,9.1,63.0,0.0,28.0,25000.0
2019032711,9.3,59.0,0.0,9.0,45000.0
2019032712,10.5,52.0,0.0,3.0,45000.0
2019032713,10.6,52.0,0.0,1.0,40000.0
2019032714,11.5,48.0,0.0,8.0,40000.0
2019032715,11.2,51.0,0.0,2.0,40000.0
2019032716,11.3,49.0,0.0,0.0,40000.0
2019032717,10.9,52.0,0.0,0.0,40000.0
2019032718,9.6,58.0,0.0,0.0,35000.0
2019032719,8.5,62.0,0.0,0.0,30000.0
2019032720,7.5,68.0,0.0,0.0,25000.0
2019032721,6.5,75.0,0.0,0.0,25000.0
2019032722,5.8,76.0,0.0,0.0,25000.0
2019032723,5.3,82.0,0.0,0.0,25000.0
2019032800,5.4,80.0,0.0,0.0,20000.0
2019032801,4.6,82.0,0.0,0.0,15000.0
2019032802,4.1,83.0,0.0,0.0,15000.0
2019032803,3.5,86.0,0.0,0.0,15000.0
2019032804,3.5,87.0,0.0,0.0,15000.0
2019032805,3.5,86.0,0.0,0.0,15000.0
2019032806,4.0,84.0,0.0,0.0,14000.0
2019032807,5.0,82.0,0.0,0.0,16000.0
2019032808,6.9,76.0,0.0,0.0,16000.0
2019032809,9.0,67.0,0.0,0.0,16000.0
2019032810,10.8,62.0,0.0,34.0,16000.0
2019032811,12.3,60.0,0.0,60.0,20000.0
2019032812,13.5,57.0,0.0,54.0,35000.0
2019032813,14.2,52.0,0.0,43.0,40000.0
2019032814,15.0,49.0,0.0,45.0,40000.0
2019032815,15.0,53.0,0.0,44.0,40000.0
2019032816,14.0,54.0,0.0,6.0,50000.0
2019032817,13.8,55.0,0.0,3.0,50000.0
2019032818,13.3,59.0,0.0,0.0,50000.0
2019032819,12.9,61.0,0.0,0.0,50000.0
2019032820,12.4,65.0,0.0,0.0,40000.0
2019032821,11.4,69.0,0.0,0.0,40000.0
2019032822,10.1,76.0,0.0,0.0,40000.0
2019032823,9.4,78.0,0.0,0.0,40000.0
2019032900,8.6,81.0,0.0,0.0,40000.0
2019032901,8.1,83.0,0.0,0.0,35000.0
2019032902,7.2,87.0,0.0,0.0,30000.0
2019032903,7.2,86.0,0.0,0.0,30000.0
2019032904,6.7,87.0,0.0,0.0,30000.0
2019032905,6.4,89.0,0.0,0.0,25000.0
2019032906,6.6,88.0,0.0,18.0,25000.0
2019032907,8.9,80.0,0.0,60.0,25000.0
2019032908,11.9,70.0,0.0,60.0,25000.0
2019032909,13.3,66.0,0.0,60.0,30000.0
2019032910,13.7,55.0,0.0,56.0,40000.0
2019032911,14.0,56.0,0.0,4.0,55000.0
2019032912,15.0,49.0,0.0,26.0,55000.0
2019032913,15.8,45.0,0.0,57.0,55000.0
2019032914,16.6,40.0,0.0,60.0,55000.0
2019032915,17.0,39.0,0.0,60.0,55000.0
2019032916,17.4,38.0,0.0,55.0,60000.0
2019032917,16.7,40.0,0.0,60.0,60000.0
2019032918,16.0,42.0,0.0,44.0,60000.0
2019032919,14.5,48.0,0.0,0.0,60000.0
2019032920,13.7,50.0,0.0,0.0,50000.0
2019032921,11.9,59.0,0.0,0.0,40000.0
2019032922,9.6,72.0,0.0,0.0,35000.0
2019032923,8.3,77.0,0.0,0.0,35000.0
2019033000,7.4,80.0,0.0,0.0,35000.0
2019033001,6.8,81.0,0.0,0.0,35000.0
2019033002,6.5,82.0,0.0,0.0,35000.0
2019033003,6.0,85.0,0.0,0.0,35000.0
2019033004,6.1,85.0,0.0,0.0,30000.0
2019033005,5.8,87.0,0.0,0.0,25000.0
2019033006,4.7,90.0,0.0,19.0,28000.0
2019033007,7.5,77.0,0.0,60.0,28000.0
2019033008,10.4,66.0,0.0,60.0,28000.0
2019033009,13.1,61.0,0.0,60.0,28000.0
2019033010,13.9,55.0,0.0,60.0,28000.0
2019033011,16.0,47.0,0.0,60.0,25000.0
2019033012,17.8,40.0,0.0,60.0,28000.0
2019033013,18.9,41.0,0.0,60.0,30000.0
2019033014,19.9,31.0,0.0,60.0,30000.0
2019033015,19.7,31.0,0.0,60.0,35000.0
2019033016,19.9,31.0,0.0,30.0,35000.0
2019033017,19.4,31.0,0.0,15.0,50000.0
2019033018,18.0,35.0,0.0,10.0,50000.0
2019033019,16.9,40.0,0.0,0.0,55000.0
2019033020,15.1,47.0,0.0,0.0,55000.0
2019033021,13.4,52.0,0.0,0.0,55000.0
2019033022,12.4,59.0,0.0,0.0,50000.0
2019033023,12.1,59.0,0.0,0.0,50000.0
2019033100,12.4,55.0,0.0,0.0,50000.0
2019033101,10.7,63.0,0.0,0.0,45000.0
2019033102,10.0,67.0,0.0,0.0,45000.0
2019033103,8.6,70.0,0.0,0.0,45000.0
2019033104,8.0,73.0,0.0,0.0,40000.0
2019033105,7.2,77.0,0.0,0.0,35000.0
2019033106,7.4,77.0,0.0,15.0,30000.0
2019033107,9.2,67.0,0.0,60.0,30000.0
2019033108,11.2,62.0,0.0,60.0,35000.0
2019033109,13.6,56.0,0.0,60.0,35000.0
2019033110,16.5,48.0,0.0,60.0,30000.0
2019033111,17.7,46.0,0.0,60.0,30000.0
2019033112,17.9,40.0,0.0,60.0,30000.0
2019033113,19.2,41.0,0.0,54.0,30000.0
2019033114,18.3,38.0,0.0,37.0,25000.0
2019033115,17.2,51.0,0.0,53.0,25000.0
2019033116,15.1,57.0,0.0,33.0,13000.0
2019033117,14.0,59.0,0.0,0.0,13000.0
2019033118,12.4,63.0,0.0,0.0,14000.0
2019033119,11.0,64.0,0.0,0.0,18000.0
2019033120,10.1,67.0,0.0,0.0,18000.0
2019033121,9.0,70.0,0.0,0.0,18000.0
2019033122,8.4,71.0,0.0,0.0,18000.0
2019033123,7.6,73.0,0.0,0.0,18000.0
2019040100,7.1,75.0,0.0,0.0,18000.0
2019040101,6.6,77.0,0.0,0.0,18000.0
2019040102,6.1,79.0,0.0,0.0,18000.0
2019040103,5.3,82.0,0.0,0.0,18000.0
2019040104,5.2,81.0,0.0,0.0,25000.0
2019040105,4.7,83.0,0.0,0.0,25000.0
2019040106,4.5,82.0,0.0,6.0,30000.0
2019040107,5.6,74.0,0.0,60.0,30000.0
2019040108,7.5,67.0,0.0,60.0,30000.0
2019040109,10.0,59.0,0.0,60.0,30000.0
2019040110,11.4,54.0,0.0,60.0,30000.0
2019040111,13.8,51.0,0.0,60.0,30000.0
2019040112,15.4,46.0,0.0,60.0,30000.0
2019040113,16.6,42.0,0.0,60.0,25000.0
2019040114,16.9,39.0,0.0,60.0,25000.0
2019040115,17.4,38.0,0.0,60.0,30000.0
2019040116,17.0,39.0,0.0,54.0,30000.0
2019040117,16.6,40.0,0.0,60.0,30000.0
2019040118,15.4,45.0,0.0,35.0,30000.0
2019040119,13.8,50.0,0.0,0.0,30000.0
2019040120,12.1,54.0,0.0,0.0,30000.0
2019040121,10.8,60.0,0.0,0.0,40000.0
2019040122,10.1,62.0,0.0,0.0,40000.0
2019040123,9.0,67.0,0.0,0.0,40000.0
2019040200,8.6,68.0,0.0,0.0,30000.0
2019040201,8.0,70.0,0.0,0.0,30000.0
2019040202,7.8,70.0,0.0,0.0,30000.0
2019040203,7.3,72.0,0.0,0.0,30000.0
2019040204,6.5,75.0,0.0,0.0,30000.0
2019040205,5.8,78.0,0.0,0.0,30000.0
2019040206,6.3,76.0,0.0,0.0,30000.0
2019040207,8.7,66.0,0.0,6.0,30000.0
2019040208,10.1,61.0,0.0,60.0,30000.0
2019040209,11.9,54.0,0.0,57.0,30000.0
2019040210,14.1,50.0,0.0,60.0,25000.0
2019040211,16.4,46.0,0.0,60.0,25000.0
2019040212,17.7,45.0,0.0,55.0,20000.0
2019040213,18.5,42.0,0.0,8.0,20000.0
2019040214,19.8,37.0,0.0,33.0,20000.0
2019040215,20.0,38.0,0.0,30.0,25000.0
2019040216,18.4,42.0,0.0,8.0,30000.0
2019040217,17.7,44.0,0.0,0.0,20000.0
2019040218,14.9,51.0,0.0,0.0,50000.0
2019040219,14.3,55.0,0.0,0.0,50000.0
2019040220,13.7,63.0,0.0,0.0,50000.0
2019040221,13.7,64.0,0.0,0.0,50000.0
2019040222,13.6,64.0,0.0,0.0,50000.0
2019040223,13.9,57.0,0.0,0.0,50000.0
2019040300,12.6,68.0,0.0,0.0,50000.0
2019040301,11.8,68.0,0.0,0.0,50000.0
2019040302,12.1,68.0,0.0,0.0,50000.0
2019040303,11.1,76.0,0.0,0.0,50000.0
2019040304,11.3,75.0,0.0,0.0,40000.0
2019040305,10.7,80.0,0.0,0.0,25000.0
2019040306,10.7,81.0,0.1,0.0,15000.0
2019040307,10.8,81.0,0.1,0.0,30000.0
2019040308,11.3,79.0,0.0,0.0,30000.0
2019040309,12.0,74.0,0.4,0.0,15000.0
2019040310,9.0,90.0,2.3,0.0,15000.0
2019040311,8.2,89.0,0.7,0.0,25000.0
2019040312,9.2,86.0,0.3,0.0,70000.0
2019040313,9.3,76.0,0.0,0.0,50000.0
2019040314,9.6,74.0,0.1,0.0,45000.0
2019040315,9.4,75.0,0.0,0.0,60000.0
2019040316,8.7,78.0,0.3,0.0,20000.0
2019040317,6.9,93.0,1.5,0.0,20000.0
2019040318,6.7,93.0,2.1,0.0,11000.0
2019040319,6.2,91.0,1.4,0.0,20000.0
2019040320,6.4,94.0,0.2,0.0,20000.0
2019040321,6.1,95.0,0.4,0.0,15000.0
2019040322,6.0,93.0,0.1,0.0,25000.0
2019040323,5.8,92.0,0.0,0.0,25000.0
2019040400,5.7,95.0,0.1,0.0,20000.0
2019040401,5.7,94.0,0.0,0.0,10000.0
2019040402,5.6,95.0,0.0,0.0,8000.0
2019040403,5.5,95.0,0.0,0.0,6000.0
2019040404,5.5,95.0,0.0,0.0,6000.0
2019040405,5.4,95.0,0.0,0.0,5000.0
2019040406,5.7,95.0,0.0,0.0,5000.0
2019040407,5.8,95.0,0.0,0.0,6000.0
2019040408,5.8,92.0,0.0,0.0,8000.0
2019040409,6.3,87.0,0.3,0.0,20000.0
2019040410,6.5,85.0,0.1,0.0,30000.0
2019040411,6.6,80.0,0.0,0.0,40000.0
2019040412,6.7,80.0,0.0,0.0,25000.0
2019040413,6.9,80.0,0.0,0.0,25000.0
2019040414,6.0,94.0,0.0,0.0,15000.0
2019040415,6.5,87.0,0.0,0.0,18000.0
2019040416,6.8,84.0,0.0,0.0,18000.0
2019040417,6.4,89.0,0.0,0.0,18000.0
2019040418,6.2,92.0,0.0,0.0,35000.0
2019040419,6.3,90.0,0.0,0.0,45000.0
2019040420,5.9,91.0,0.0,0.0,30000.0
2019040421,5.8,93.0,0.2,0.0,18000.0
2019040422,5.6,97.0,0.5,0.0,18000.0
2019040423,5.3,97.0,0.1,0.0,15000.0
2019040500,5.4,97.0,0.1,0.0,15000.0
2019040501,5.4,97.0,0.0,0.0,15000.0
2019040502,5.4,94.0,0.0,0.0,15000.0
2019040503,5.3,94.0,0.0,0.0,15000.0
2019040504,5.4,97.0,0.0,0.0,15000.0
2019040505,5.7,94.0,0.0,0.0,14000.0
2019040506,5.7,97.0,0.0,0.0,18000.0
2019040507,6.0,89.0,0.0,0.0,18000.0
2019040508,6.4,87.0,0.0,0.0,18000.0
2019040509,6.7,86.0,0.0,0.0,18000.0
2019040510,6.9,85.0,0.0,0.0,18000.0
2019040511,7.4,84.0,0.0,0.0,18000.0
2019040512,7.8,85.0,0.0,0.0,20000.0
2019040513,8.1,85.0,0.0,0.0,20000.0
2019040514,8.4,85.0,0.0,0.0,20000.0
2019040515,8.6,84.0,0.0,0.0,18000.0
2019040516,8.9,83.0,0.0,0.0,18000.0
2019040517,8.5,87.0,0.0,0.0,8000.0
2019040518,8.0,93.0,0.0,0.0,4000.0
2019040519,7.8,97.0,0.3,0.0,3300.0
2019040520,7.8,98.0,0.2,0.0,6000.0
2019040521,7.9,98.0,0.0,0.0,6000.0
2019040522,8.0,97.0,0.0,0.0,4800.0
2019040523,8.0,96.0,0.0,0.0,4500.0
2019040600,8.1,96.0,0.0,0.0,4800.0
2019040601,8.1,97.0,0.0,0.0,4800.0
2019040602,8.1,97.0,0.0,0.0,4800.0
2019040603,7.7,98.0,0.0,0.0,5000.0
2019040604,7.3,97.0,0.0,0.0,4200.0
2019040605,6.6,99.0,0.0,0.0,3800.0
2019040606,6.7,99.0,0.0,4.0,4500.0
2019040607,8.1,93.0,0.0,39.0,6000.0
2019040608,10.2,82.0,0.0,1.0,11000.0
2019040609,12.1,64.0,0.0,49.0,15000.0
2019040610,13.5,59.0,0.0,60.0,16000.0
2019040611,13.3,61.0,0.0,34.0,18000.0
2019040612,15.7,57.0,0.0,8.0,20000.0
2019040613,16.6,52.0,0.0,20.0,22000.0
2019040614,17.0,53.0,0.0,0.0,25000.0
2019040615,16.8,55.0,0.0,0.0,30000.0
2019040616,17.6,52.0,0.0,47.0,30000.0
2019040617,17.1,53.0,0.0,60.0,30000.0
2019040618,16.1,57.0,0.0,36.0,35000.0
2019040619,15.1,65.0,0.0,0.0,30000.0
2019040620,14.6,69.0,0.0,0.0,30000.0
2019040621,14.5,67.0,0.0,0.0,30000.0
2019040622,12.8,75.0,0.0,0.0,30000.0
2019040623,11.5,81.0,0.0,0.0,25000.0
2019040700,10.9,81.0,0.0,0.0,30000.0
2019040701,11.0,78.0,0.0,0.0,30000.0
2019040702,12.0,71.0,0.0,0.0,25000.0
2019040703,11.1,75.0,0.0,0.0,25000.0
2019040704,9.4,83.0,0.0,0.0,25000.0
2019040705,9.4,81.0,0.0,0.0,25000.0
2019040706,9.9,78.0,0.0,37.0,25000.0
2019040707,12.4,65.0,0.0,60.0,35000.0
2019040708,13.7,58.0,0.0,60.0,35000.0
2019040709,14.5,51.0,0.0,60.0,40000.0
2019040710,15.5,45.0,0.0,59.0,50000.0
2019040711,17.6,35.0,0.0,60.0,50000.0
2019040712,18.0,35.0,0.0,60.0,50000.0
2019040713,19.4,33.0,0.0,60.0,60000.0
2019040714,19.8,33.0,0.0,60.0,60000.0
2019040715,19.4,35.0,0.0,59.0,60000.0
2019040716,18.9,35.0,0.0,47.0,60000.0
2019040717,18.7,34.0,0.0,4.0,55000.0
2019040718,17.9,38.0,0.0,0.0,60000.0
2019040719,17.0,40.0,0.0,0.0,60000.0
2019040720,16.5,47.0,0.0,0.0,60000.0
2019040721,15.7,56.0,0.0,0.0,60000.0
2019040722,15.2,58.0,0.0,0.0,60000.0
2019040723,14.6,57.0,0.0,0.0,50000.0
2019040800,13.6,68.0,0.0,0.0,30000.0
2019040801,12.6,77.0,0.0,0.0,25000.0
2019040802,11.5,81.0,0.0,0.0,25000.0
2019040803,10.8,84.0,0.0,0.0,30000.0
2019040804,10.5,86.0,0.0,0.0,30000.0
2019040805,10.4,88.0,0.0,0.0,18000.0
2019040806,10.3,90.0,0.0,0.0,10000.0
2019040807,10.6,89.0,0.0,0.0,12000.0
2019040808,11.6,83.0,0.0,7.0,13000.0
2019040809,13.3,77.0,0.0,16.0,13000.0
2019040810,14.0,73.0,0.0,5.0,14000.0
2019040811,15.3,71.0,0.0,4.0,14000.0
2019040812,16.0,64.0,0.0,41.0,15000.0
2019040813,17.3,62.0,0.0,56.0,13000.0
2019040814,16.0,63.0,0.0,37.0,13000.0
2019040815,15.7,67.0,0.0,3.0,15000.0
2019040816,14.7,70.0,0.0,0.0,16000.0
2019040817,14.4,71.0,0.0,0.0,18000.0
2019040818,13.9,72.0,0.0,0.0,13000.0
2019040819,13.6,76.0,0.0,0.0,14000.0
2019040820,13.6,76.0,0.0,0.0,15000.0
2019040821,13.6,74.0,0.0,0.0,15000.0
2019040822,13.2,78.0,0.0,0.0,14000.0
2019040823,12.9,80.0,0.0,0.0,13000.0
2019040900,12.1,82.0,0.0,0.0,12000.0
2019040901,10.9,86.0,0.0,0.0,11000.0
2019040902,10.3,89.0,0.0,0.0,10000.0
2019040903,9.8,90.0,0.0,0.0,8000.0
2019040904,9.2,93.0,0.0,0.0,7000.0
2019040905,9.0,94.0,0.0,0.0,5000.0
2019040906,9.4,93.0,0.0,0.0,5000.0
2019040907,10.3,87.0,0.0,0.0,5000.0
2019040908,11.3,87.0,0.0,4.0,7000.0
2019040909,11.8,85.0,0.0,6.0,8000.0
2019040910,13.6,84.0,0.0,0.0,8000.0
2019040911,14.5,72.0,0.0,0.0,9000.0
2019040912,15.3,64.0,0.0,0.0,12000.0
2019040913,16.2,58.0,0.0,13.0,15000.0
2019040914,17.6,52.0,0.0,7.0,17000.0
2019040915,17.4,50.0,0.0,28.0,17000.0
2019040916,16.4,54.0,0.0,0.0,15000.0
2019040917,12.9,83.0,0.2,0.0,17000.0
2019040918,11.9,94.0,1.5,0.0,12000.0
2019040919,11.9,86.0,0.7,0.0,12000.0
2019040920,10.3,78.0,0.4,0.0,12000.0
2019040921,9.7,79.0,1.0,0.0,12000.0
2019040922,9.6,79.0,0.0,0.0,15000.0
2019040923,9.3,80.0,0.0,0.0,15000.0
2019041000,9.1,81.0,0.0,0.0,12000.0
2019041001,9.0,80.0,0.0,0.0,12000.0
2019041002,8.7,75.0,0.0,0.0,12000.0
2019041003,8.3,72.0,0.0,0.0,15000.0
2019041004,7.7,68.0,0.0,0.0,18000.0
2019041005,7.2,69.0,0.0,0.0,18000.0
2019041006,6.9,70.0,0.0,0.0,20000.0
2019041007,6.9,75.0,0.0,0.0,25000.0
2019041008,7.4,70.0,0.0,0.0,25000.0
2019041009,9.2,63.0,0.0,0.0,25000.0
2019041010,11.9,57.0,0.0,1.0,25000.0
2019041011,12.1,50.0,0.0,23.0,27000.0
2019041012,13.9,42.0,0.0,60.0,27000.0
2019041013,13.8,41.0,0.0,38.0,30000.0
2019041014,13.8,39.0,0.0,22.0,30000.0
2019041015,14.1,39.0,0.0,57.0,30000.0
2019041016,13.6,38.0,0.0,55.0,30000.0
2019041017,12.2,39.0,0.0,60.0,35000.0
2019041018,11.2,43.0,0.0,60.0,35000.0
2019041019,9.7,50.0,0.0,0.0,35000.0
2019041020,8.5,52.0,0.0,0.0,35000.0
2019041021,7.6,55.0,0.0,0.0,40000.0
2019041022,6.5,61.0,0.0,0.0,40000.0
2019041023,5.5,66.0,0.0,0.0,35000.0
2019041100,5.1,66.0,0.0,0.0,35000.0
2019041101,4.6,66.0,0.0,0.0,35000.0
2019041102,3.9,68.0,0.0,0.0,35000.0
2019041103,3.4,69.0,0.0,0.0,35000.0
2019041104,2.8,72.0,0.0,0.0,35000.0
2019041105,2.3,73.0,0.0,0.0,30000.0
2019041106,2.8,70.0,0.0,49.0,30000.0
2019041107,4.6,63.0,0.0,60.0,30000.0
2019041108,6.5,48.0,0.0,60.0,35000.0
2019041109,8.1,40.0,0.0,60.0,35000.0
2019041110,8.9,35.0,0.0,60.0,40000.0
2019041111,9.4,33.0,0.0,60.0,45000.0
2019041112,10.2,33.0,0.0,60.0,50000.0
2019041113,11.3,31.0,0.0,60.0,50000.0
2019041114,11.3,32.0,0.0,60.0,50000.0
2019041115,11.2,33.0,0.0,60.0,50000.0
2019041116,10.8,32.0,0.0,56.0,50000.0
2019041117,10.0,34.0,0.0,60.0,50000.0
2019041118,9.0,38.0,0.0,60.0,50000.0
2019041119,7.6,43.0,0.0,5.0,50000.0
2019041120,6.3,47.0,0.0,0.0,50000.0
2019041121,5.3,50.0,0.0,0.0,50000.0
2019041122,4.2,56.0,0.0,0.0,50000.0
2019041123,3.4,59.0,0.0,0.0,50000.0
