date,hourly temperatur,relative humidity,Rainfall,SD_SO,V_VV
2019010100,7.1,97.0,0.0,0.0,0.0
2019010101,6.9,98.0,0.0,0.0,1600.0
2019010102,6.8,98.0,0.0,0.0,1600.0
2019010103,6.8,97.0,0.0,0.0,1600.0
2019010104,6.8,97.0,0.0,0.0,2200.0
2019010105,7.3,93.0,0.0,0.0,4500.0
2019010106,7.7,88.0,0.0,0.0,12000.0
2019010107,7.8,87.0,0.0,0.0,18000.0
2019010108,7.9,83.0,0.0,0.0,25000.0
2019010109,7.9,80.0,0.0,0.0,30000.0
2019010110,8.1,80.0,0.0,0.0,40000.0
2019010111,7.8,82.0,0.0,0.0,20000.0
2019010112,7.0,89.0,0.0,0.0,12000.0
2019010113,6.6,94.0,0.0,0.0,12000.0
2019010114,6.7,94.0,0.0,0.0,12000.0
2019010115,6.6,98.0,0.0,0.0,4500.0
2019010116,6.7,99.0,0.1,0.0,7000.0
2019010117,7.0,98.0,0.5,0.0,15000.0
2019010118,6.9,80.0,0.1,0.0,30000.0
2019010119,6.8,77.0,0.0,0.0,30000.0
2019010120,6.4,78.0,0.8,0.0,30000.0
2019010121,6.0,71.0,0.1,0.0,40000.0
2019010122,5.5,74.0,0.0,0.0,40000.0
2019010123,4.9,71.0,0.5,0.0,40000.0
2019010200,4.4,75.0,0.0,0.0,35000.0
2019010201,4.8,69.0,0.0,0.0,30000.0
2019010202,4.3,70.0,0.0,0.0,30000.0
2019010203,4.1,71.0,0.0,0.0,30000.0
2019010204,4.3,69.0,0.0,0.0,25000.0
2019010205,4.1,71.0,0.0,0.0,25000.0
2019010206,4.4,70.0,0.0,0.0,25000.0
2019010207,4.2,73.0,0.0,0.0,25000.0
2019010208,4.4,74.0,0.0,0.0,25000.0
2019010209,4.3,76.0,0.0,0.0,25000.0
2019010210,5.3,69.0,0.0,24.0,30000.0
2019010211,4.7,73.0,0.0,1.0,20000.0
2019010212,5.8,59.0,0.0,38.0,35000.0
2019010213,5.9,49.0,0.0,40.0,50000.0
2019010214,5.8,47.0,0.0,35.0,60000.0
2019010215,5.3,48.0,0.0,32.0,70000.0
2019010216,4.2,51.0,0.0,5.0,70000.0
2019010217,3.2,56.0,0.0,0.0,60000.0
2019010218,3.1,55.0,0.0,0.0,60000.0
2019010219,2.5,58.0,0.0,0.0,60000.0
2019010220,2.1,61.0,0.0,0.0,60000.0
2019010221,2.1,58.0,0.0,0.0,60000.0
2019010222,1.2,61.0,0.0,0.0,60000.0
2019010223,0.0,66.0,0.0,0.0,60000.0
2019010300,-0.6,70.0,0.0,0.0,60000.0
2019010301,-0.7,77.0,0.0,0.0,60000.0
2019010302,-0.1,74.0,0.0,0.0,50000.0
2019010303,0.4,73.0,0.0,0.0,50000.0
2019010304,0.3,74.0,0.0,0.0,50000.0
2019010305,1.2,71.0,0.0,0.0,50000.0
2019010306,1.3,72.0,0.0,0.0,50000.0
2019010307,1.3,79.0,0.0,0.0,40000.0
2019010308,1.4,83.0,0.0,0.0,25000.0
2019010309,2.5,80.0,0.0,0.0,25000.0
2019010310,2.6,85.0,0.0,0.0,18000.0
2019010311,3.1,84.0,0.0,0.0,18000.0
2019010312,3.2,86.0,0.0,0.0,18000.0
2019010313,3.6,86.0,0.0,0.0,18000.0
2019010314,3.8,84.0,0.0,0.0,23000.0
2019010315,4.1,80.0,0.0,0.0,20000.0
2019010316,3.9,81.0,0.0,0.0,23000.0
2019010317,3.4,84.0,0.0,0.0,28000.0
2019010318,3.0,89.0,0.0,0.0,28000.0
2019010319,2.8,90.0,0.0,0.0,30000.0
2019010320,1.9,92.0,0.0,0.0,35000.0
2019010321,1.2,96.0,0.0,0.0,30000.0
2019010322,0.7,97.0,0.0,0.0,15000.0
2019010323,0.3,98.0,0.0,0.0,13000.0
2019010400,0.0,100.0,0.0,0.0,13000.0
2019010401,-0.3,100.0,0.0,0.0,13000.0
2019010402,-0.3,100.0,0.0,0.0,13000.0
2019010403,0.4,100.0,0.0,0.0,15000.0
2019010404,0.1,100.0,0.0,0.0,20000.0
2019010405,0.3,99.0,0.0,0.0,20000.0
2019010406,0.5,97.0,0.0,0.0,20000.0
2019010407,-0.4,100.0,0.0,0.0,18000.0
2019010408,-0.1,99.0,0.0,0.0,18000.0
2019010409,0.3,97.0,0.0,0.0,17000.0
2019010410,1.9,87.0,0.0,28.0,17000.0
2019010411,3.0,83.0,0.0,60.0,25000.0
2019010412,4.3,77.0,0.0,28.0,25000.0
2019010413,4.3,77.0,0.0,0.0,25000.0
2019010414,4.0,82.0,0.0,0.0,23000.0
2019010415,4.1,83.0,0.0,0.0,30000.0
2019010416,3.9,86.0,0.0,0.0,23000.0
2019010417,3.5,93.0,0.0,0.0,11000.0
2019010418,3.6,91.0,0.0,0.0,20000.0
2019010419,3.9,88.0,0.0,0.0,18000.0
2019010420,3.9,89.0,0.0,0.0,15000.0
2019010421,3.8,90.0,0.0,0.0,15000.0
2019010422,3.8,89.0,0.0,0.0,18000.0
2019010423,3.9,89.0,0.0,0.0,18000.0
2019010500,4.0,88.0,0.0,0.0,18000.0
2019010501,3.8,92.0,0.0,0.0,13000.0
2019010502,3.9,95.0,0.0,0.0,9000.0
2019010503,3.9,95.0,0.0,0.0,13000.0
2019010504,3.6,98.0,1.4,0.0,8000.0
2019010505,3.4,99.0,1.0,0.0,11000.0
2019010506,3.6,97.0,0.4,0.0,15000.0
2019010507,4.3,94.0,0.0,0.0,12000.0
2019010508,4.2,97.0,0.0,0.0,15000.0
2019010509,6.6,89.0,0.0,0.0,15000.0
2019010510,7.5,83.0,0.0,0.0,25000.0
2019010511,7.9,80.0,0.0,0.0,50000.0
2019010512,8.4,79.0,0.0,0.0,50000.0
2019010513,8.2,80.0,0.0,0.0,55000.0
2019010514,8.0,81.0,0.0,0.0,60000.0
2019010515,7.4,85.0,0.0,0.0,25000.0
2019010516,7.3,86.0,0.0,0.0,25000.0
2019010517,7.2,86.0,0.0,0.0,30000.0
2019010518,7.1,86.0,0.0,0.0,30000.0
2019010519,7.1,84.0,0.0,0.0,50000.0
2019010520,7.2,82.0,0.0,0.0,50000.0
2019010521,7.0,83.0,0.0,0.0,40000.0
2019010522,7.1,81.0,0.0,0.0,45000.0
2019010523,7.1,80.0,0.0,0.0,45000.0
2019010600,7.3,80.0,0.0,0.0,45000.0
2019010601,7.1,82.0,0.0,0.0,45000.0
2019010602,7.2,81.0,0.0,0.0,45000.0
2019010603,7.0,81.0,0.0,0.0,45000.0
2019010604,6.7,83.0,0.0,0.0,50000.0
2019010605,6.7,82.0,0.0,0.0,50000.0
2019010606,6.3,84.0,0.0,0.0,50000.0
2019010607,6.6,81.0,0.0,0.0,50000.0
2019010608,6.6,81.0,0.0,0.0,50000.0
2019010609,6.9,82.0,0.0,0.0,50000.0
2019010610,7.2,80.0,0.0,0.0,35000.0
2019010611,7.5,79.0,0.0,0.0,40000.0
2019010612,7.7,77.0,0.0,0.0,40000.0
2019010613,7.9,76.0,0.0,0.0,40000.0
2019010614,7.7,75.0,0.0,0.0,40000.0
2019010615,7.4,76.0,0.0,0.0,40000.0
2019010616,6.8,79.0,0.0,0.0,50000.0
2019010617,6.6,81.0,0.0,0.0,50000.0
2019010618,6.5,81.0,0.0,0.0,50000.0
2019010619,6.7,79.0,0.0,0.0,50000.0
2019010620,6.4,82.0,0.0,0.0,35000.0
2019010621,6.1,84.0,0.0,0.0,30000.0
2019010622,5.9,82.0,0.0,0.0,30000.0
2019010623,5.7,85.0,0.0,0.0,25000.0
2019010700,5.5,88.0,0.0,0.0,20000.0
2019010701,5.5,89.0,0.0,0.0,20000.0
2019010702,5.4,89.0,0.1,0.0,18000.0
2019010703,5.5,87.0,0.0,0.0,20000.0
2019010704,5.5,85.0,0.0,0.0,25000.0
2019010705,5.2,86.0,0.0,0.0,25000.0
2019010706,5.2,84.0,0.0,0.0,25000.0
2019010707,5.3,84.0,0.0,0.0,20000.0
2019010708,5.6,81.0,0.0,0.0,20000.0
2019010709,5.8,81.0,0.0,0.0,20000.0
2019010710,6.1,77.0,0.0,0.0,20000.0
2019010711,6.1,75.0,0.0,0.0,25000.0
2019010712,6.4,70.0,0.0,0.0,25000.0
2019010713,6.5,71.0,0.0,3.0,30000.0
2019010714,6.7,71.0,0.0,5.0,35000.0
2019010715,7.0,68.0,0.0,0.0,35000.0
2019010716,6.8,62.0,0.0,0.0,40000.0
2019010717,6.3,72.0,0.0,0.0,35000.0
2019010718,6.2,74.0,0.0,0.0,30000.0
2019010719,5.4,83.0,0.1,0.0,20000.0
2019010720,4.9,88.0,0.0,0.0,15000.0
2019010721,4.2,96.0,0.3,0.0,7000.0
2019010722,4.1,96.0,0.6,0.0,7000.0
2019010723,4.3,97.0,0.3,0.0,6000.0
2019010800,4.4,99.0,0.9,0.0,6000.0
2019010801,4.9,97.0,0.1,0.0,5000.0
2019010802,5.1,96.0,0.2,0.0,8000.0
2019010803,5.5,98.0,0.3,0.0,8000.0
2019010804,5.8,98.0,0.7,0.0,9000.0
2019010805,6.5,89.0,0.1,0.0,30000.0
2019010806,6.7,83.0,0.0,0.0,35000.0
2019010807,6.6,81.0,0.0,0.0,15000.0
2019010808,6.3,84.0,0.0,0.0,18000.0
2019010809,6.2,84.0,0.0,5.0,18000.0
2019010810,5.9,87.0,0.2,0.0,20000.0
2019010811,5.7,85.0,0.0,0.0,20000.0
2019010812,5.9,90.0,0.0,0.0,18000.0
2019010813,5.7,91.0,0.2,0.0,17000.0
2019010814,6.6,83.0,0.0,1.0,12000.0
2019010815,6.7,75.0,1.2,0.0,23000.0
2019010816,6.3,79.0,0.0,3.0,28000.0
2019010817,6.5,73.0,0.0,0.0,30000.0
2019010818,4.8,85.0,0.1,0.0,16000.0
2019010819,6.0,76.0,0.0,0.0,25000.0
2019010820,5.6,76.0,0.0,0.0,35000.0
2019010821,5.3,78.0,0.0,0.0,30000.0
2019010822,4.6,84.0,0.1,0.0,30000.0
2019010823,4.5,83.0,0.0,0.0,30000.0
2019010900,4.5,81.0,0.0,0.0,40000.0
2019010901,4.6,79.0,0.0,0.0,35000.0
2019010902,4.0,86.0,0.3,0.0,40000.0
2019010903,3.9,86.0,0.0,0.0,30000.0
2019010904,3.8,85.0,0.0,0.0,30000.0
2019010905,4.1,73.0,0.0,0.0,45000.0
2019010906,3.9,74.0,0.0,0.0,45000.0
2019010907,3.9,70.0,0.0,0.0,45000.0
2019010908,3.7,67.0,0.0,0.0,60000.0
2019010909,4.0,68.0,0.0,0.0,60000.0
2019010910,4.0,70.0,0.0,1.0,50000.0
2019010911,4.4,67.0,0.0,14.0,40000.0
2019010912,4.7,56.0,0.0,32.0,50000.0
2019010913,4.6,57.0,0.0,6.0,50000.0
2019010914,4.1,59.0,0.0,1.0,50000.0
2019010915,3.9,62.0,0.0,0.0,50000.0
2019010916,3.6,65.0,0.0,0.0,45000.0
2019010917,3.4,63.0,0.0,0.0,45000.0
2019010918,2.8,65.0,0.0,0.0,50000.0
2019010919,2.8,66.0,0.0,0.0,50000.0
2019010920,2.8,67.0,0.0,0.0,50000.0
2019010921,2.7,71.0,0.0,0.0,55000.0
2019010922,2.6,71.0,0.0,0.0,50000.0
2019010923,2.8,71.0,0.0,0.0,50000.0
2019011000,2.8,72.0,0.0,0.0,50000.0
2019011001,2.8,74.0,0.0,0.0,50000.0
2019011002,2.7,75.0,0.0,0.0,50000.0
2019011003,2.7,75.0,0.0,0.0,50000.0
2019011004,2.7,75.0,0.0,0.0,50000.0
2019011005,2.6,76.0,0.0,0.0,50000.0
2019011006,2.2,79.0,0.0,0.0,50000.0
2019011007,2.1,78.0,0.0,0.0,40000.0
2019011008,2.3,75.0,0.0,0.0,40000.0
2019011009,2.4,75.0,0.0,0.0,40000.0
2019011010,2.9,68.0,0.0,0.0,50000.0
2019011011,3.2,60.0,0.0,0.0,50000.0
2019011012,2.9,65.0,0.0,0.0,50000.0
2019011013,2.7,64.0,0.0,0.0,50000.0
2019011014,2.5,63.0,0.0,0.0,50000.0
2019011015,2.2,67.0,0.0,1.0,50000.0
2019011016,1.9,64.0,0.0,0.0,50000.0
2019011017,1.6,64.0,0.0,0.0,50000.0
2019011018,0.8,67.0,0.0,0.0,50000.0
2019011019,0.0,74.0,0.0,0.0,50000.0
2019011020,0.0,75.0,0.0,0.0,50000.0
2019011021,0.2,75.0,0.0,0.0,50000.0
2019011022,0.0,78.0,0.0,0.0,50000.0
2019011023,0.1,79.0,0.0,0.0,50000.0
2019011100,0.7,72.0,0.0,0.0,40000.0
2019011101,0.7,71.0,0.0,0.0,35000.0
2019011102,0.8,76.0,0.0,0.0,25000.0
2019011103,0.8,82.0,0.0,0.0,15000.0
2019011104,0.5,84.0,0.0,0.0,15000.0
2019011105,0.3,91.0,0.0,0.0,12000.0
2019011106,0.2,96.0,0.0,0.0,6000.0
2019011107,0.3,99.0,0.1,0.0,4800.0
2019011108,0.4,99.0,0.0,0.0,3200.0
2019011109,0.5,100.0,0.0,0.0,2600.0
2019011110,0.4,100.0,0.2,0.0,3200.0
2019011111,0.5,100.0,0.0,0.0,4500.0
2019011112,0.7,100.0,0.0,0.0,3500.0
2019011113,1.0,99.0,0.0,0.0,3200.0
2019011114,1.2,99.0,0.0,0.0,3500.0
2019011115,1.2,99.0,0.0,0.0,3600.0
2019011116,1.4,99.0,0.0,0.0,3700.0
2019011117,1.7,100.0,0.0,0.0,3400.0
2019011118,1.8,100.0,0.0,0.0,3300.0
2019011119,1.9,100.0,0.0,0.0,3200.0
2019011120,2.2,100.0,0.0,0.0,4000.0
2019011121,2.1,100.0,0.0,0.0,3500.0
2019011122,2.5,100.0,0.0,0.0,4000.0
2019011123,2.6,99.0,0.0,0.0,4000.0
2019011200,2.7,100.0,0.1,0.0,3000.0
2019011201,2.8,100.0,0.0,0.0,4500.0
2019011202,3.3,100.0,0.1,0.0,2500.0
2019011203,3.6,100.0,0.0,0.0,4000.0
2019011204,3.6,100.0,0.0,0.0,4500.0
2019011205,4.3,100.0,0.0,0.0,6000.0
2019011206,4.2,99.0,0.0,0.0,5000.0
2019011207,4.5,99.0,0.0,0.0,14000.0
2019011208,4.4,97.0,0.0,0.0,25000.0
2019011209,5.1,92.0,0.0,0.0,25000.0
2019011210,5.6,89.0,0.1,0.0,25000.0
2019011211,5.5,90.0,0.0,0.0,25000.0
2019011212,5.4,86.0,0.1,0.0,25000.0
2019011213,5.5,84.0,0.0,0.0,20000.0
2019011214,5.6,83.0,0.0,0.0,25000.0
2019011215,5.1,92.0,0.0,0.0,20000.0
2019011216,5.1,93.0,0.8,0.0,15000.0
2019011217,5.1,96.0,0.2,0.0,8000.0
2019011218,4.9,97.0,0.4,0.0,9000.0
2019011219,4.9,95.0,0.4,0.0,18000.0
2019011220,4.9,96.0,0.3,0.0,12000.0
2019011221,5.4,96.0,1.1,0.0,20000.0
2019011222,5.4,97.0,0.0,0.0,12000.0
2019011223,5.8,92.0,1.1,0.0,20000.0
2019011300,6.1,92.0,0.2,0.0,30000.0
2019011301,6.3,90.0,0.0,0.0,40000.0
2019011302,6.2,89.0,0.4,0.0,25000.0
2019011303,5.8,93.0,0.0,0.0,25000.0
2019011304,6.0,93.0,0.0,0.0,30000.0
2019011305,6.3,93.0,0.0,0.0,30000.0
2019011306,6.4,93.0,0.1,0.0,40000.0
2019011307,6.4,95.0,0.0,0.0,40000.0
2019011308,6.5,97.0,0.2,0.0,8000.0
2019011309,6.6,97.0,1.9,0.0,11000.0
2019011310,6.9,97.0,2.0,0.0,15000.0
2019011311,7.4,96.0,0.4,0.0,10000.0
2019011312,7.8,96.0,0.1,0.0,7000.0
2019011313,8.1,98.0,0.0,0.0,5000.0
2019011314,8.5,96.0,0.4,0.0,30000.0
2019011315,8.9,92.0,0.0,0.0,30000.0
2019011316,9.3,89.0,0.1,0.0,40000.0
2019011317,9.4,89.0,0.0,0.0,40000.0
2019011318,9.4,87.0,0.0,0.0,25000.0
2019011319,9.1,84.0,0.0,0.0,40000.0
2019011320,9.1,82.0,0.0,0.0,45000.0
2019011321,8.9,77.0,0.0,0.0,20000.0
2019011322,7.1,78.0,0.0,0.0,30000.0
2019011323,7.2,78.0,0.0,0.0,45000.0
2019011400,7.4,76.0,0.0,0.0,45000.0
2019011401,7.4,77.0,0.0,0.0,45000.0
2019011402,7.3,77.0,0.0,0.0,30000.0
2019011403,6.8,79.0,0.0,0.0,40000.0
2019011404,6.4,80.0,0.0,0.0,50000.0
2019011405,6.1,83.0,0.0,0.0,12000.0
2019011406,6.2,85.0,0.3,0.0,15000.0
2019011407,5.7,87.0,1.0,0.0,12000.0
2019011408,5.1,93.0,0.5,0.0,15000.0
2019011409,5.1,89.0,2.6,0.0,8000.0
2019011410,5.6,78.0,1.6,0.0,25000.0
2019011411,5.6,78.0,0.0,0.0,50000.0
2019011412,6.1,77.0,0.0,1.0,55000.0
2019011413,6.0,70.0,0.0,1.0,60000.0
2019011414,6.3,62.0,0.0,9.0,60000.0
2019011415,6.1,62.0,0.0,41.0,60000.0
2019011416,5.3,64.0,0.0,37.0,60000.0
2019011417,4.6,69.0,0.0,0.0,60000.0
2019011418,3.7,74.0,0.0,0.0,60000.0
2019011419,3.4,84.0,0.0,0.0,60000.0
2019011420,3.7,74.0,0.0,0.0,60000.0
2019011421,3.7,75.0,0.0,0.0,50000.0
2019011422,3.7,74.0,0.0,0.0,50000.0
2019011423,3.4,78.0,0.0,0.0,50000.0
2019011500,3.5,80.0,0.0,0.0,45000.0
2019011501,3.7,79.0,0.0,0.0,45000.0
2019011502,3.6,80.0,0.0,0.0,45000.0
2019011503,3.5,82.0,0.0,0.0,45000.0
2019011504,3.6,80.0,0.0,0.0,45000.0
2019011505,3.3,81.0,0.0,0.0,45000.0
2019011506,3.2,84.0,0.0,0.0,40000.0
2019011507,3.3,84.0,0.0,0.0,40000.0
2019011508,3.6,84.0,0.0,0.0,30000.0
2019011509,4.0,82.0,0.0,0.0,35000.0
2019011510,4.0,84.0,0.0,0.0,30000.0
2019011511,5.1,81.0,0.0,0.0,30000.0
2019011512,5.5,78.0,0.0,0.0,30000.0
2019011513,6.3,75.0,0.0,0.0,30000.0
2019011514,6.6,74.0,0.0,0.0,30000.0
2019011515,6.6,75.0,0.0,0.0,30000.0
2019011516,6.8,72.0,0.0,0.0,30000.0
2019011517,6.4,76.0,0.0,0.0,30000.0
2019011518,6.3,77.0,0.0,0.0,30000.0
2019011519,6.2,79.0,0.0,0.0,30000.0
2019011520,6.0,82.0,0.0,0.0,35000.0
2019011521,6.1,81.0,0.0,0.0,45000.0
2019011522,6.1,79.0,0.0,0.0,40000.0
2019011523,5.9,82.0,0.0,0.0,40000.0
2019011600,5.7,83.0,0.0,0.0,35000.0
2019011601,5.5,86.0,0.0,0.0,40000.0
2019011602,5.7,83.0,0.0,0.0,40000.0
2019011603,5.4,84.0,0.0,0.0,40000.0
2019011604,5.6,82.0,0.0,0.0,40000.0
2019011605,5.8,77.0,0.0,0.0,40000.0
2019011606,5.6,77.0,0.0,0.0,40000.0
2019011607,5.4,75.0,0.0,0.0,40000.0
2019011608,5.4,73.0,0.0,0.0,40000.0
2019011609,5.2,75.0,0.0,0.0,40000.0
2019011610,5.2,75.0,0.0,0.0,45000.0
2019011611,5.3,74.0,0.0,0.0,40000.0
2019011612,5.4,72.0,0.0,0.0,50000.0
2019011613,5.6,71.0,0.0,0.0,50000.0
2019011614,6.0,71.0,0.0,7.0,50000.0
2019011615,5.9,72.0,0.0,3.0,50000.0
2019011616,5.3,76.0,0.0,0.0,50000.0
2019011617,4.7,77.0,0.0,0.0,50000.0
2019011618,4.7,76.0,0.0,0.0,40000.0
2019011619,4.5,77.0,0.0,0.0,40000.0
2019011620,4.5,77.0,0.0,0.0,40000.0
2019011621,4.5,77.0,0.0,0.0,35000.0
2019011622,4.1,79.0,0.0,0.0,35000.0
2019011623,5.2,76.0,0.0,0.0,35000.0
2019011700,6.0,74.0,0.0,0.0,35000.0
2019011701,6.3,71.0,0.0,0.0,35000.0
2019011702,6.2,74.0,0.0,0.0,35000.0
2019011703,6.2,78.0,0.0,0.0,40000.0
2019011704,6.1,83.0,0.0,0.0,25000.0
2019011705,5.6,90.0,0.2,0.0,16000.0
2019011706,5.4,95.0,0.8,0.0,9000.0
2019011707,5.3,97.0,0.9,0.0,20000.0
2019011708,5.6,95.0,0.2,0.0,25000.0
2019011709,5.9,94.0,0.0,0.0,30000.0
2019011710,6.1,93.0,0.0,12.0,40000.0
2019011711,6.6,86.0,0.0,12.0,60000.0
2019011712,7.7,69.0,0.0,35.0,60000.0
2019011713,8.1,69.0,0.0,12.0,60000.0
2019011714,7.3,70.0,0.0,14.0,60000.0
2019011715,6.9,73.0,0.0,10.0,30000.0
2019011716,4.3,89.0,1.8,0.0,40000.0
2019011717,4.5,83.0,0.0,0.0,30000.0
2019011718,3.8,85.0,0.6,0.0,60000.0
2019011719,3.3,77.0,0.0,0.0,60000.0
2019011720,3.0,78.0,0.0,0.0,60000.0
2019011721,2.6,81.0,0.0,0.0,55000.0
2019011722,2.7,78.0,0.0,0.0,55000.0
2019011723,2.8,79.0,0.0,0.0,55000.0
2019011800,2.3,83.0,0.0,0.0,50000.0
2019011801,2.6,76.0,0.0,0.0,50000.0
2019011802,2.6,77.0,0.0,0.0,50000.0
2019011803,2.6,78.0,0.0,0.0,50000.0
2019011804,2.6,77.0,0.0,0.0,50000.0
2019011805,2.3,78.0,0.0,0.0,50000.0
2019011806,1.4,83.0,0.0,0.0,50000.0
2019011807,1.6,78.0,0.0,0.0,50000.0
2019011808,1.2,78.0,0.0,13.0,50000.0
2019011809,2.0,76.0,0.0,60.0,45000.0
2019011810,3.1,70.0,0.0,60.0,40000.0
2019011811,2.9,70.0,0.0,36.0,40000.0
2019011812,3.3,66.0,0.0,30.0,40000.0
2019011813,3.0,67.0,0.0,51.0,40000.0
2019011814,3.7,60.0,0.0,60.0,40000.0
2019011815,3.0,62.0,0.0,10.0,45000.0
2019011816,2.3,66.0,0.0,12.0,45000.0
2019011817,1.6,72.0,0.0,0.0,45000.0
2019011818,1.4,72.0,0.0,0.0,45000.0
2019011819,0.5,79.0,0.0,0.0,40000.0
2019011820,0.3,79.0,0.0,0.0,40000.0
2019011821,-0.4,80.0,0.0,0.0,35000.0
2019011822,-0.5,79.0,0.0,0.0,35000.0
2019011823,-1.1,84.0,0.0,0.0,30000.0
2019011900,-1.5,86.0,0.0,0.0,30000.0
2019011901,-2.0,87.0,0.0,0.0,30000.0
2019011902,-2.4,90.0,0.0,0.0,30000.0
2019011903,-2.6,88.0,0.0,0.0,30000.0
2019011904,-2.8,90.0,0.0,0.0,30000.0
2019011905,-3.1,90.0,0.0,0.0,35000.0
2019011906,-3.5,91.0,0.0,0.0,35000.0
2019011907,-3.6,92.0,0.0,0.0,40000.0
2019011908,-3.6,90.0,0.0,22.0,40000.0
2019011909,-1.8,80.0,0.0,60.0,40000.0
2019011910,-0.5,72.0,0.0,60.0,40000.0
2019011911,0.8,67.0,0.0,60.0,40000.0
2019011912,1.6,62.0,0.0,60.0,45000.0
2019011913,2.3,59.0,0.0,60.0,45000.0
2019011914,2.9,58.0,0.0,60.0,50000.0
2019011915,2.6,54.0,0.0,54.0,55000.0
2019011916,2.0,62.0,0.0,51.0,55000.0
2019011917,1.3,55.0,0.0,0.0,50000.0
2019011918,0.5,59.0,0.0,0.0,50000.0
2019011919,-0.5,63.0,0.0,0.0,50000.0
2019011920,-0.6,60.0,0.0,0.0,50000.0
2019011921,-1.4,70.0,0.0,0.0,50000.0
2019011922,-2.1,74.0,0.0,0.0,50000.0
2019011923,-2.5,79.0,0.0,0.0,50000.0
2019012000,-3.1,82.0,0.0,0.0,50000.0
2019012001,-3.4,81.0,0.0,0.0,50000.0
2019012002,-3.7,80.0,0.0,0.0,35000.0
2019012003,-3.8,81.0,0.0,0.0,35000.0
2019012004,-3.9,80.0,0.0,0.0,35000.0
2019012005,-4.1,80.0,0.0,0.0,35000.0
2019012006,-4.6,83.0,0.0,0.0,35000.0
2019012007,-5.0,86.0,0.0,0.0,25000.0
2019012008,-4.9,85.0,0.0,9.0,20000.0
2019012009,-3.5,78.0,0.0,57.0,20000.0
2019012010,-2.3,74.0,0.0,60.0,25000.0
2019012011,-1.4,71.0,0.0,60.0,20000.0
2019012012,-0.5,67.0,0.0,60.0,20000.0
2019012013,0.2,66.0,0.0,60.0,25000.0
2019012014,0.8,64.0,0.0,60.0,25000.0
2019012015,0.9,63.0,0.0,60.0,28000.0
2019012016,0.3,72.0,0.0,51.0,28000.0
2019012017,-0.4,75.0,0.0,0.0,23000.0
2019012018,-0.8,76.0,0.0,0.0,23000.0
2019012019,-1.4,79.0,0.0,0.0,23000.0
2019012020,-1.8,83.0,0.0,0.0,25000.0
2019012021,-2.5,85.0,0.0,0.0,25000.0
2019012022,-3.0,86.0,0.0,0.0,20000.0
2019012023,-3.2,83.0,0.0,0.0,20000.0
2019012100,-3.5,83.0,0.0,0.0,20000.0
2019012101,-4.2,86.0,0.0,0.0,20000.0
2019012102,-4.7,88.0,0.0,0.0,20000.0
2019012103,-5.0,89.0,0.0,0.0,20000.0
2019012104,-5.0,88.0,0.0,0.0,20000.0
2019012105,-5.4,90.0,0.0,0.0,20000.0
2019012106,-5.8,92.0,0.0,0.0,20000.0
2019012107,-5.7,92.0,0.0,0.0,14000.0
2019012108,-5.8,91.0,0.0,10.0,16000.0
2019012109,-4.4,86.0,0.0,57.0,16000.0
2019012110,-3.2,82.0,0.0,56.0,18000.0
2019012111,-1.2,71.0,0.0,60.0,20000.0
2019012112,-0.8,71.0,0.0,60.0,20000.0
2019012113,0.4,64.0,0.0,60.0,25000.0
2019012114,0.3,65.0,0.0,60.0,25000.0
2019012115,0.2,64.0,0.0,60.0,25000.0
2019012116,-0.6,72.0,0.0,50.0,25000.0
2019012117,-1.1,76.0,0.0,0.0,25000.0
2019012118,-1.9,80.0,0.0,0.0,20000.0
2019012119,-2.5,85.0,0.0,0.0,18000.0
2019012120,-3.0,88.0,0.0,0.0,16000.0
2019012121,-2.5,86.0,0.0,0.0,15000.0
2019012122,-3.8,93.0,0.0,0.0,14000.0
2019012123,-4.6,94.0,0.0,0.0,14000.0
2019012200,-4.9,96.0,0.0,0.0,14000.0
2019012201,-5.1,96.0,0.0,0.0,13000.0
2019012202,-5.5,97.0,0.0,0.0,12000.0
2019012203,-6.0,98.0,0.0,0.0,12000.0
2019012204,-5.8,98.0,0.0,0.0,12000.0
2019012205,-5.3,98.0,0.0,0.0,8000.0
2019012206,-5.4,98.0,0.0,0.0,400.0
2019012207,-5.9,98.0,0.0,0.0,600.0
2019012208,-6.9,100.0,0.0,0.0,2500.0
2019012209,-5.5,100.0,0.0,0.0,2700.0
2019012210,-4.8,98.0,0.0,0.0,3500.0
2019012211,-4.2,95.0,0.0,0.0,2500.0
2019012212,-3.6,93.0,0.0,0.0,4500.0
2019012213,-2.9,87.0,0.0,0.0,5000.0
2019012214,-2.2,88.0,0.0,0.0,6000.0
2019012215,-1.8,82.0,0.0,0.0,9000.0
2019012216,-1.4,77.0,0.0,0.0,13000.0
2019012217,-1.4,75.0,0.0,0.0,20000.0
2019012218,-1.3,74.0,0.0,0.0,20000.0
2019012219,-1.4,75.0,0.0,0.0,18000.0
2019012220,-1.8,78.0,0.0,0.0,18000.0
2019012221,-2.1,76.0,0.0,0.0,18000.0
2019012222,-2.0,78.0,0.0,0.0,15000.0
2019012223,-2.1,79.0,0.0,0.0,15000.0
2019012300,-2.1,79.0,0.0,0.0,12000.0
2019012301,-2.0,78.0,0.0,0.0,12000.0
2019012302,-1.8,78.0,0.0,0.0,12000.0
2019012303,-1.6,75.0,0.0,0.0,12000.0
2019012304,-1.7,75.0,0.0,0.0,16000.0
