Coordinates,Zip_codes
"50.10192158, 8.631168767",60326
"50.1140256, 8.719067599999999",60314
"50.1160705, 8.6797097",60313
"50.1230398, 8.670114300000002",60323
"50.1193775, 8.694092067",60316
"50.11244332, 8.678738567",60311
"50.09665207, 8.681671032999999",60598
"50.112080600000006, 8.713683099999999",60314
"50.12449095, 8.683311632999999",60318
"50.1084885, 8.683695599999998",60311
"50.11637523, 8.707350032999999",60316
"50.11447223, 8.675054699999999",60313
"50.11156677, 8.681275999999999",60311
"50.1148865, 8.6933772",60311
"50.11589452, 8.679738667",60313
"50.08132627, 8.628349017",60528
"50.115935, 8.680152900000001",60313
"50.12320213, 8.639305282999999",60486
"50.1144902, 8.68611295",60313
"50.13119368, 8.685823982999999",60318
"50.1113292, 8.659789117",60325
"50.11540872, 8.688439367",60313
"50.11427262, 8.64416845",60486
"50.0796361, 8.6006242",60529
"50.11346573, 8.723198767000001",60314
"50.11169848, 8.713405332999999",60314
"50.12245217, 8.646599367",60487
"50.12102688, 8.651104883",60487
"50.1004231, 8.656218367000001",60327
"50.111797100000004, 8.744845100000001",63067
"50.13189118, 8.671432867",60320
"50.130157200000006, 8.6218911",60488
"50.112798, 8.681590317000001",60311
"50.1034869, 8.6733099",60596
"50.11612675, 8.683141933",60313
"50.128691100000005, 8.711234699999999",60385
"50.11370753, 8.679548267000001",60313
"50.10968767, 8.6865093",60311
"50.11042455, 8.65410615",60327
"50.12785493, 8.69593235",60389
"50.09914473, 8.634059567000001",60326
"50.1191138, 8.667357899999999",60323
"50.11739048, 8.67890125",60322
"50.11187957, 8.666331800000002",60325
"50.123999, 8.688016917",60318
"50.11037105, 8.656271067",60325
"50.10787682, 8.678552583",60596
"50.13192127, 8.673027617",60322
"50.089988399999996, 8.630212267000001",60528
"50.10413388, 8.646038217000001",60327
"50.130335200000005, 8.6453076",60487
"50.121925399999995, 8.696450099999998",60316
"50.1098285, 8.663895199999999",60329
"50.1143645, 8.6864156",60313
"50.14462077, 8.65709465",60431
"50.1466758, 8.660418817",60431
"50.1017368, 8.5544054",65929
"50.124230499999996, 8.648274699999998",60487
"50.095423, 8.68170765",60598
"50.1079285, 8.678443332999999",60596
"50.12139838, 8.68024415",60318
"50.10636002, 8.685335199999999",60594
"50.10931713, 8.5374894",65929
"50.07905943, 8.634337333",60528
"50.12119195, 8.697550233",60316
"50.103840999999996, 8.6459995",60327
"50.11682092, 8.638905033",60486
"50.12056657, 8.670383467",60323
"50.12770195, 8.6947615",60316
"50.1138896, 8.679077699999999",60313
"50.1063624, 8.700538900000002",60594
"50.11118212, 8.675832433",60311
"50.12598295, 8.707381283",60385
"50.14283715, 8.754482433",60388
"50.1143482, 8.6759364",60313
"50.1231547, 8.670086099999999",60323
"50.10781822, 8.65868225",60327
"50.11624003, 8.673150199999998",60313
"50.10936422, 8.66012385",60327
"50.107758200000006, 8.6839341",60594
"50.1073101, 8.6759864",60594
"50.12468247, 8.691968583",60316
"50.1181756, 8.647322333",60486
"50.1094172, 8.6942621",60314
"50.11455015, 8.686802",60313
"50.11636398, 8.6802585",60313
"50.1098448, 8.675022199999999",60311
"50.12505218, 8.705283300000001",60385
"50.11384112, 8.671274717000001",60311
"50.117878499999996, 8.626636",60486
"50.11605615, 8.686312232999999",60313
"50.1113273, 8.654603917000001",60325
"50.10035753, 8.685913733",60594
"50.11205483, 8.677032282999999",60311
"50.108475399999996, 8.6809719",60596
"50.11180703, 8.677928533",60311
"50.10833728, 8.668264383",60329
"50.11433362, 8.681422967",60313
"50.13528727, 8.684303267",60320
"50.117309999999996, 8.6301647",60486
"50.1239052, 8.640916733",60487
"50.111230799999994, 8.6865171",60311
"50.10793995, 8.653948167000001",60327
"50.11422952, 8.6767136",60313
"50.1156711, 8.674241699999998",60313
"50.10821095, 8.641062817",60486
"50.13216075, 8.650850483",60487
"50.1120692, 8.666567800000001",60325
"50.118559499999996, 8.6533766",60325
"50.10780973, 8.6656061",60329
"50.1066605, 8.69206495",60594
"50.1327652, 8.6792648",60322
"50.1091292, 8.672911667000001",60329
"50.114763399999994, 8.6738552",60313
"50.1089956, 8.6702546",60329
"50.11874485, 8.699089",60316
"50.1088903, 8.6505117",60327
"50.11694489999999, 8.6439752",60486
"50.12426729999999, 8.698470317",60316
"50.129063099999996, 8.6917049",60318
"50.1229925, 8.6347211",60487
"50.1003489, 8.6918403",60598
"50.10876812, 8.652053083",60327
"50.11472692, 8.719056883",60314
"50.10187313, 8.664307283",60329
"50.115553000000006, 8.6469071",60486
"50.10902405, 8.6928706375",60311
"50.1079408, 8.624491417",60486
"50.12775693, 8.665690617000001",60323
"50.1221424, 8.646919",60487
"50.14826072, 8.691918832999999",60435
"50.09846018, 8.635211083",60326
"50.10552132, 8.716263317000001",60599
"50.0813682, 8.6272459",60528
"50.1141936, 8.68350405",60311
"50.09644195, 8.6671502",60596
"50.1038305, 8.6459662",60327
"50.10858277, 8.65180045",60327
"50.107735600000005, 8.6658684",60329
"49.983767900000004, 8.424029517000001",65428
"50.131514200000005, 8.6196101",60488
"50.1304055, 8.6451213",60487
"50.10469603, 8.667983617",60329
"50.1076589, 8.6654451",60329
"50.1184345, 8.6857229",60313
"50.1221736, 8.6756666",60322
"50.1401657, 8.6697916",60320
"50.1298555, 8.6962723",60389
"50.10121420000001, 8.6622737",60327
"50.13017852, 8.69588685",60389
"50.11904858, 8.685589432999999",60318
"50.118261700000005, 8.662046567",60325
"50.1093847, 8.6778776",60311
"50.11553415, 8.665472183",60325
"50.1128893, 8.6521396",60325
"50.1064835, 8.700219699999998",60594
"50.11883815, 8.701716167",60316
"50.1137583, 8.6790648",60313
"50.1187667, 8.646297732999999",60486
"49.98364028, 8.4298117",65428
"50.10793263, 8.757665967000001",63065
"50.11669682, 8.684953567",60313
"50.11173462, 8.666491183",60329
"50.09735503, 8.653842283",60327
"50.11388565, 8.67147305",60311
"50.14317822, 8.683577533",60435
"50.11836785, 8.701960833",60316
"50.1222985, 8.6466898",60487
"50.1082828, 8.682317800000002",60311
"50.10417228, 8.6459931",60327
"50.1144305, 8.6754966",60313
"50.1102449, 8.654017800000002",60327
"50.1088294, 8.732493233",60314
"50.12140757, 8.6509648",60487
"50.14643579999999, 8.682351933",60435
"50.12952357, 8.702320233",60389
"50.12843370000001, 8.713258300000001",60385
"50.10077929999999, 8.6608785",60327
"50.107682000000004, 8.702770800000001",60314
"50.1064777, 8.692949699999998",60594
"50.11969538, 8.658551532999999",60323
"50.1543596, 8.6639519",60433
"50.10761463, 8.665489232999999",60329
"50.09077058, 8.676666483",60598
"50.11406955, 8.676738083",60313
"50.0978604, 8.668648800000001",60596
"50.12249638, 8.66259065",60323
"50.10438288, 8.647154717000001",60327
"50.138109899999996, 8.670616667",60320
"50.110674100000004, 8.6674994",60329
"50.112352, 8.7181052",60314
"50.1124711, 8.672603500000001",60311
"50.1046273, 8.6218041",60326
"50.112069899999995, 8.666543699999998",60325
"50.1304708, 8.645310167",60487
"50.1017249, 8.554471099999999",65929
"50.090216999999996, 8.649954699999999",60528
"50.14310743, 8.68366365",60435
"50.100454, 8.6858352",60594
"50.11755045, 8.632030467",60486
"50.1235559, 8.6649656",60323
"50.11463518, 8.688536633",60313
"50.08199967, 8.626409817",60528
"50.08709727, 8.641964133",60528
"50.108689399999996, 8.683369",60311
"50.12911948, 8.669660567000001",60323
"50.120498, 8.63788665",60487
"50.10762847, 8.665335232999999",60329
"50.1045377, 8.6753823",60596
"50.151714500000004, 8.625011599999999",60488
"50.12292052, 8.68786405",60318
"50.12459222, 8.63696605",60487
"50.1211581, 8.6569995",60323
"50.125967100000004, 8.6917904",60318
"50.10398965, 8.64585295",60327
"50.10984222, 8.671195117",60329
"50.1302174, 8.645674632999999",60487
"50.1331383, 8.6711017",60320
"50.10843183, 8.652113867",60327
"50.10081758, 8.6579284",60327
"50.12900433, 8.693394482999999",60389
"50.12949427, 8.66562755",60323
"50.12523462, 8.672956417",60322
"50.101462100000006, 8.6863396",60594
"50.10479698, 8.688913033",60594
"50.101229100000005, 8.6560129",60327
"50.10783693, 8.637169817",60486
"50.09998192, 8.591726167000001",65933
"50.1088089, 8.651584300000001",60327
"50.106880700000005, 8.6738381",60311
"50.1252675, 8.684021000000001",60318
"50.1079306, 8.6786655",60596
"50.12394652, 8.692503217",60316
"50.11486082, 8.691726117",60313
"50.10860995, 8.64957615",60327
"50.108903999999995, 8.651828",60327
"50.13012442, 8.69571785",60389
"50.13663263, 8.667849017",60320
"50.10552242, 8.664396217",60329
"50.11303533, 8.660444199999999",60325
"50.11027835, 8.67104365",60329
"50.10655, 8.668469199999999",60329
"50.11451517, 8.673964100000001",60313
"50.0869133, 8.647219",60528
"50.1137629, 8.6791435",60313
"50.12563902, 8.675552567",60322
"50.11487668, 8.68515715",60313
"50.1119907, 8.6663195",60325
"50.11581593, 8.6651467",60325
"50.111531899999996, 8.66547605",60325
"50.10484513, 8.675623283",60596
"50.10552213, 8.71584865",60599
"50.11141255, 8.659560617",60325
"50.11128023, 8.65542815",60325
"50.11517953, 8.672072117",60322
"50.11407972, 8.673856883",60313
"50.12600802, 8.629353133",60487
"50.1089355, 8.708444417",60314
"50.122079600000006, 8.6993115",60316
"50.12348618, 8.6430747",60487
"50.1123724, 8.6720424",60311
"50.13662533, 8.671517300000001",60320
"50.108899, 8.6502365",60327
"50.1325819, 8.9120609",63450
"50.1158432, 8.633907082999999",60486
"50.15650095, 8.601650283",65760
"50.12556278, 8.698469783",60389
"50.11223163, 8.66802025",60329
"50.1136061, 8.69106595",60313
"50.12414245, 8.7006405",60385
"50.13235392, 8.67655615",60322
"50.13157123, 8.672498133",60322
"49.9934657, 8.423619132999999",65428
"50.086864, 8.6477946",60528
"50.12448713, 8.70449375",60385
"50.1012494, 8.631958133",60326
"50.10762208, 8.665393400000001",60329
"50.116662100000006, 8.6779084",60313
"50.08198788, 8.625717782999999",60528
"50.12868687, 8.699549917",60389
"50.10454175, 8.646154817000001",60327
"50.130461100000005, 8.693391900000002",60318
"50.114430525, 8.675545399999999",60313
"50.11752973, 8.681722783",60313
"50.12376423, 8.681101782999999",60322
"50.11146523, 8.659643567",60325
"50.11103448, 8.682968283",60311
"50.10921, 8.671546000000001",60329
"50.10205748, 8.633396800000002",60326
"50.1080367, 8.662079400000001",60329
"50.12043197, 8.6964049",60316
"50.1124461, 8.6773566",60311
"50.11526053, 8.65566675",60325
"50.1162299, 8.684826699999999",60313
"50.107757299999996, 8.6654701",60329
"50.10708820000001, 8.6600108",60329
"50.12771735, 8.662626233",60323
"50.12808547, 8.6260799",60487
"50.11127517, 8.654679017000001",60325
"50.12911679999999, 8.628767300000002",60488
"50.12823543, 8.684698033",60318
"50.1088645, 8.6515665",60327
"50.16213717, 8.652305499999999",60439
"50.15657482, 8.648536467000001",60439
"50.1121938, 8.668454217",60329
"50.1017202, 8.690301400000001",60594
"50.1285849, 8.705948",60389
"50.115306700000005, 8.6337196",60486
"50.0835704, 8.644626717000001",60528
"50.10829863, 8.730318117000001",63067
"50.1135264, 8.6278811",60486
"50.13192975, 8.691661182999999",60318
"50.11292183, 8.681551433",60313
"50.11712075, 8.635423467",60486
"50.12379078, 8.640889883",60487
"50.1164044, 8.676246717",60313
"50.10802088, 8.7023067",60314
"50.1246062, 8.6863551",60318
"50.10551213, 8.6641851",60329
"50.12728502, 8.703650917000001",60385
"50.08285207, 8.629401817",60528
"50.1041068, 8.674275083",60596
"50.12110253, 8.66150245",60323
"50.11400538, 8.677010117",60313
"50.10474752, 8.762303517000001",63065
"50.1089112, 8.661773599999998",60329
"50.1082766, 8.6801888",60596
"50.114044899999996, 8.628051",60486
"50.082155799999995, 8.619225300000002",60528
"50.085074299999995, 8.642480067000001",60528
"50.13715058, 8.732881583",60388
"50.11431683, 8.68113865",60313
"50.11035935, 8.712517433",60314
"51.489069, -3.2027804",CF
"50.1019085, 8.657848399999999",60327
"50.130953600000005, 8.762109817",60386
"50.11842745, 8.662537633",60323
"50.11779835, 8.636394617",60486
"50.09666053, 8.681656067",60598
"50.11491027, 8.650585633",60486
"50.12656667, 8.663287882999999",60323
"50.14934202, 8.672250017",60433
"50.10760785, 8.6713887",60329
"50.1224949, 8.63674995",60487
"50.1183865, 8.7056804",60314
"50.1440166, 8.654490800000001",60431
"50.111894, 8.6695712",60329
"50.12755817, 8.685037982999999",60318
"50.12054155, 8.670415617",60323
"50.1054255, 8.66313915",60329
"50.08344520000001, 8.6445284",60528
"50.10951805, 8.663300467000001",60329
"50.11335103, 8.667051283",60325
"50.081968200000006, 8.623742017",60528
"50.15984215, 8.7469995",60388
"50.110534200000004, 8.664627867",60329
"50.113955600000004, 8.671456832999999",60311
"50.10591693, 8.6363949",60326
"50.10527938, 8.6629241",60329
"50.10382445, 8.646017267000001",60327
"50.0987961, 8.6618873",60596
"50.1000199, 8.636388199999999",60326
"50.11599367, 8.678901667",60313
"50.11809455, 8.626908967",60486
"50.12099572, 8.673529683",60322
"50.1108218, 8.656460000000001",60325
"50.12546608, 8.667254782999999",60323
"50.13090087, 8.76205385",60386
"50.108119925, 8.689817575",60594
"50.09001673, 8.630155432999999",60528
"50.0887253, 8.6432625",60528
"50.11802557, 8.680031817",60322
"50.10175220000001, 8.5544637",65929
"50.11365528, 8.625231483",60486
"50.1083818, 8.657798399999999",60327
"50.0955623, 8.659809267",60528
"50.09008068, 8.630323167",60528
"50.121724799999996, 8.680476800000001",60318
"50.20703638, 8.748846467",61118
"50.11832695, 8.66313615",60323
"50.12762208, 8.685875067000001",60318
"50.0964991, 8.6597859",60596
"50.11119713, 8.676427717000001",60311
"50.106040500000006, 8.751919000000001",63067
"50.1310088, 8.687035",60318
"50.11212885, 8.668885533",60329
"50.1153955, 8.6689457",60325
"50.12431065, 8.691902417",60316
"50.10455183, 8.686009933",60594
"50.21520707, 8.535665782999999",61440
"50.108916799999996, 8.6894413",60594
"50.11549, 8.6702884",60325
"50.1076698, 8.694432",60594
"50.1080431, 8.7123243",60314
"50.12086253, 8.686016383",60318
"50.109890299999996, 8.6863786",60311
"50.12488117, 8.607534",60489
"50.1237649, 8.6591902",60323
"50.10190435, 8.632602833",60326
"50.100050599999996, 8.718937599999999",60599
"50.10256198, 8.63751915",60326
"50.1075278, 8.6653196",60329
"50.11771135, 8.6719701",60322
"50.1122008, 8.666424232999999",60325
"50.11849353, 8.669028367000001",60323
"50.11176912, 8.70844005",60314
"50.11111733, 8.7151977",60314
"50.1073406, 8.688443",60594
"50.11577665, 8.670344300000002",60306
"50.14446578, 8.656970117",60431
"50.105038, 8.644420033",60327
"50.10319463, 8.64843645",60327
"50.1112724, 8.664944199999999",60329
"50.11560967, 8.670115417",60325
"50.13754553, 8.6262854",60488
"50.12938408, 8.6940668",60389
"50.12160783, 8.67091215",60322
"50.1275792, 8.693316699999999",60389
"50.10543535, 8.662126133",60329
"50.123648200000005, 8.710500699999999",60385
"50.14316002, 8.683675433",60435
"50.1004951, 8.685867199999999",60594
"50.11262597, 8.678597983",60311
"50.1036334, 8.64623325",60326
"50.119173100000005, 8.692930933",60316
"50.115347799999995, 8.6718281",60322
"50.10936677, 8.66976335",60329
"50.10729045, 8.712809167",60314
"50.0987119, 8.5476327",65929
"50.09903695, 8.633810967",60326
"50.1164774, 8.6772591",60313
"50.10816905, 8.740676133",63067
"50.13201452, 8.672997683",60322
"50.121727899999996, 8.701075433",60316
"50.1007302, 8.660822300000001",60327
"50.10857360000001, 8.66947275",60329
"50.09952257, 8.653110883",60327
"50.1154153, 8.6720795",60322
"50.10062703, 8.663755499999999",60596
"50.10777942, 8.677085517",60311
"50.10295938, 8.69262705",60594
"50.1030765, 8.67996875",60594
"50.1162723, 8.65937465",60325
"50.10372477, 8.688944232999999",60594
"50.586986666667, 8.6822816666667",35390
"49.9856132, 8.424447599999999",65428
"50.10704062, 8.68187115",60594
"50.10935463, 8.671898617",60329
"50.1332879, 8.6785696",60322
"50.10802338, 8.662103067",60329
"50.12984918, 8.690213283",60318
"50.10767978, 8.682277967000001",60311
"50.1012285, 8.6689489",60596
"50.08855982, 8.649964267",60528
"50.11006567, 8.687519482999999",60311
"50.12091638, 8.650947467",60325
"50.10920767, 8.684396699999999",60311
"50.131049700000005, 8.627580900000002",60488
"50.114811200000005, 8.6740111",60313
"50.11536972, 8.688606383",60313
"50.1079369, 8.6894284",60311
"50.1167085, 8.727311199999999",60314
"50.1185172, 8.630043582999999",60486
"50.128301799999996, 8.6466329",60487
"50.13279707, 8.565047632999999",65760
"50.12234798, 8.668023767000001",60322
"50.10746257, 8.671301733",60329
"50.121138200000004, 8.661454682999999",60323
"50.1056838, 8.6639477",60329
"49.99197908, 8.412654332999999",65428
"50.107626399999994, 8.6650311",60329
"50.12144252, 8.655342667000001",60323
"50.1195412, 8.693982",60316
"50.11411017, 8.719544099999998",60314
"50.118460299999995, 8.6922882",60316
"50.11786028, 8.636053417000001",60486
"50.0953815, 8.6592374",60528
"50.11094458, 8.672105067",60329
"50.107994299999994, 8.6666286",60329
"50.13355983, 8.671487917",60320
"50.10913233, 8.684146367",60311
"50.111799, 8.70652835",60314
"50.11315220000001, 8.699623483",60314
"50.10748658, 8.665041132999999",60329
"50.111301, 8.710483767000001",60314
"50.11625848, 8.659461667",60325
"50.11364845, 8.679544300000002",60313
"50.10952955, 8.66288075",60329
"50.1478547, 8.666278",60431
"50.086740500000005, 8.643541382999999",60528
"50.11474013, 8.678018717",60313
"50.13186398, 8.6829283",60322
"50.1335696, 8.667360400000002",60320
"50.10604445, 8.678441699999999",60596
"50.132229914700005, 8.7167535899",60385
"50.12481675, 8.640758217",60487
"50.12970108, 8.645705983",60487
"51.5159692, -3.2250106",CF
"50.13224405, 8.7029198",60389
"50.11067488, 8.713449333",60314
"50.1242135, 8.681815499999999",60318
"50.108420100000004, 8.652286300000002",60327
"50.107362200000004, 8.688215099999999",60594
"50.1319273, 8.6822126",60322
"50.0975818, 8.693886500000001",60599
"50.11730533, 8.64696815",60486
"50.12475493, 8.704951",60385
"50.12140735, 8.670921817",60322
"50.10743777, 8.708665967",60314
"50.09899215, 8.653452332999999",60327
"50.13606438, 8.667545467",60320
"50.11585232, 8.66518185",60325
"50.10467543, 8.671170417",60329
"50.0965334, 8.659936",60596
"50.1011373, 8.622824217",60326
"50.116972600000004, 8.6709119",60322
